,,,,,,,,,,"VCNL4200 data, baseline corrected and converted to 5 minute averages",,,,,,,
date time,RH (%),temp (C) ,LWC counter,rain (mm),visibility (km),vis std dev (km),,bext (1/km),,VCNL1,VCNL2,VCNL3,VCNL4,VCNL5,VCNL6,,
6/5/21 23:10,83.7,19.58,0,0,10.981,0.18426,,0.273199162,,-0.095215979,0.001229679,-0.034505943,2.91038E-11,-0.253667564,-0.558143277,,
6/5/21 23:15,84.7,19.43,0,0,10.917,0.07889,,0.274800769,,-0.192978046,-0.041115412,-0.005189725,2.91038E-11,-0.391238546,-0.536706849,,
6/5/21 23:20,85.4,19.27,0,0,11.256,0.24857,,0.26652452,,-0.029776217,-0.047125033,-0.018979909,2.91038E-11,-0.492406361,-0.54422202,,
6/5/21 23:25,86.5,19.21,0,0,11.621,0.45279,,0.258153343,,-0.135308277,-0.07410787,-0.003745462,2.91038E-11,-0.590373274,-0.682254093,,
6/5/21 23:30,86.1,19.25,0,0,11.612,0.47728,,0.258353427,,-0.244752323,-0.041084779,0.01282938,2.91038E-11,-0.465463928,-0.556706965,,
6/5/21 23:35,85.5,19.3,0,0,12.036,0.49694,,0.249252243,,-0.085688869,-0.080766836,-0.005246686,2.91038E-11,-0.414823666,-0.604762625,,
6/5/21 23:40,86.1,19.06,0,0,10.846,0.49926,,0.276599668,,0.003398167,-0.003292657,-0.075310795,2.91038E-11,-0.173728655,-0.389474447,,
6/5/21 23:45,87.5,18.98,0,0,11.724,0.21053,,0.255885363,,-0.046887829,-0.091950811,-0.041265923,2.91038E-11,-0.38793453,-0.437341529,,
6/5/21 23:50,86.8,19.04,0,0,11.045,0.16049,,0.271616116,,-0.106371196,-0.041629461,-0.053187082,2.91038E-11,-0.360826868,-0.563923298,,
6/5/21 23:55,87.1,19.02,0,0,11.725,0.44545,,0.255863539,,-0.088990933,-0.235204936,-0.019097219,2.91038E-11,-0.425660627,-0.547182662,,
6/6/21 0:00,86.1,19.12,0,0,12.086,0.60972,,0.248221082,,-0.095553917,-0.014021101,-0.099524996,2.91038E-11,-0.46147732,-0.371938717,,
6/6/21 0:05,85,19.25,0,0,11.929,0.3726,,0.25148797,,-0.048526737,-0.02549864,-0.086154972,2.91038E-11,-0.374863236,-0.416974694,,
6/6/21 0:10,85.8,19.16,0,0,11.654,0.65977,,0.257422344,,-0.026461614,0.002221918,-0.034383066,2.91038E-11,-0.361193591,-0.567408,,
6/6/21 0:15,87.8,18.88,0,0,11.021,0.26143,,0.272207604,,-0.024658865,-0.029745471,-0.025163169,2.91038E-11,-0.354110312,-0.419775431,,
6/6/21 0:20,88.3,18.77,0,0,11.941,0.38459,,0.25123524,,-0.135971148,-0.115327978,-0.062553364,2.91038E-11,-0.384641106,-0.416338367,,
6/6/21 0:25,86.8,18.95,0,0,12.465,0.3775,,0.240673887,,-0.166740438,-0.16348558,-0.019587296,2.91038E-11,-0.354722965,-0.543482416,,
6/6/21 0:30,87,18.96,0,0,11.393,0.5557,,0.263319582,,0.001508775,-0.015912276,-0.053020188,2.91038E-11,-0.602355096,-0.458685221,,
6/6/21 0:35,88.1,18.63,0,0,9.6697,0.35081,,0.310247474,,-0.080556479,-0.146989009,-0.04537409,2.91038E-11,-0.232197039,-0.371308046,,
6/6/21 0:40,90,18.34,0,0,10.166,0.42976,,0.295101318,,-0.310496188,-0.044961284,-0.024624966,2.91038E-11,-0.675806726,-0.299196798,,
6/6/21 0:45,91.5,18.15,0,0,10.886,0.15149,,0.275583318,,-0.282138919,0.031506112,-0.074917156,2.91038E-11,-0.321361037,-0.358347879,,
6/6/21 0:50,91,18.27,0,0,10.968,0.56275,,0.273522976,,-0.214317721,-0.368715686,0.026558897,2.91038E-11,-0.619981599,-0.450557743,,
6/6/21 0:55,90.2,18.36,0,0,9.2235,0.11567,,0.325256139,,-0.195513085,-0.069528605,-0.014250285,2.91038E-11,-0.539047192,-0.50123017,,
6/6/21 1:00,90.2,18.2,0,0,9.2151,0.0901,,0.325552626,,-0.054588157,0.006978276,-0.0899654,2.91038E-11,-0.332836738,-0.306315242,,
6/6/21 1:05,90.3,18.11,0,0,8.2927,0.66687,,0.361763961,,-0.134336621,0.001495335,-0.015777867,2.91038E-11,-0.430858361,-0.308838981,,
6/6/21 1:10,90.7,17.96,0,0,8.6174,1.2883,,0.348132847,,-0.162184136,-0.150136435,-0.043050422,2.91038E-11,-0.463938465,-0.195185009,,
6/6/21 1:15,92,17.91,0,0,10.806,0.2279,,0.277623542,,-0.228895926,-0.117032105,-0.057487279,2.91038E-11,-0.582124953,-0.269061278,,
6/6/21 1:20,92.6,17.93,0,0,11.058,0.29035,,0.271296799,,-0.183596703,-0.211762345,-0.044183976,2.91038E-11,-0.476357005,-0.379807199,,
6/6/21 1:25,91.4,18.05,0,0,10.444,0.72423,,0.287246266,,-0.160566197,-0.300991258,-0.134469115,2.91038E-11,-0.552417822,-0.320960293,,
6/6/21 1:30,91.2,17.93,0,0,10.103,0.42365,,0.296941503,,-0.052194991,-0.110936747,-0.075751738,2.91038E-11,-0.330160757,-0.34955119,,
6/6/21 1:35,91.7,17.84,0,0,9.5601,0.58242,,0.313804249,,-0.097644143,-0.027270972,0.009662436,2.91038E-11,-0.611574252,-0.21054022,,
6/6/21 1:40,92.1,17.78,0,0,10.937,0.40285,,0.274298254,,-0.080905221,-0.084529874,0.012613663,2.91038E-11,-0.414192716,-0.315724214,,
6/6/21 1:45,91.7,17.65,0,0,10.345,0.42993,,0.289995167,,-0.035208207,0.02970301,-0.048906919,2.91038E-11,-0.390886134,-0.316248944,,
6/6/21 1:50,92.3,17.54,0,0,9.89,0.37721,,0.303336704,,0.038179284,0.037819476,-0.007101776,2.91038E-11,-0.518884564,-0.303978555,,
6/6/21 1:55,92.8,17.42,0,0,9.5241,0.18006,,0.314990393,,-0.028330909,-0.109180638,0.07629515,2.91038E-11,-0.464127995,-0.369003879,,
6/6/21 2:00,93.3,17.35,0,0,9.6589,0.46158,,0.310594374,,-0.088088123,-0.184114453,-0.107942502,2.91038E-11,-0.504233268,-0.23564174,,
6/6/21 2:05,93.5,17.34,0,0,9.6814,0.45061,,0.309872539,,-0.077657134,-0.072218238,-0.068583343,2.91038E-11,-0.362185995,-0.324227154,,
6/6/21 2:10,93.9,17.33,0,0,9.3604,0.63041,,0.320499124,,-0.107336969,-0.196717907,-0.036532546,2.91038E-11,-0.552229941,-0.262936625,,
6/6/21 2:15,93.4,17.29,0,0,7.6831,0.9817,,0.390467389,,-0.12429448,-0.402106609,-0.21615553,2.91038E-11,-0.547140311,-0.260636194,,
6/6/21 2:20,93.6,17.18,0,0,6.8204,0.2961,,0.4398569,,-0.126217718,-0.355112027,-0.091488425,2.91038E-11,-0.519380606,-0.054709338,,
6/6/21 2:25,95.2,17.08,0,0,9.0642,0.99151,,0.330972397,,-0.123001032,-0.241289339,-0.080638417,2.91038E-11,-0.586366652,-0.158986203,,
6/6/21 2:30,95.3,17.08,0,0,7.9309,1.1286,,0.378267284,,-0.110312857,-0.456975341,-0.343810065,2.91038E-11,-0.812729931,-0.013073552,,
6/6/21 2:35,95.1,16.89,0,0,5.3172,0.48107,,0.564206725,,-0.084700681,-0.374394521,-0.215549368,2.91038E-11,-0.625857836,0.026178315,,
6/6/21 2:40,95.6,16.78,0,0,6.3969,0.37406,,0.468977161,,-0.047756948,-0.14039523,-0.178000641,2.91038E-11,-0.706904324,-0.127697925,,
6/6/21 2:45,97.1,16.77,0,0,8.1538,0.38648,,0.367926611,,-0.100127205,-0.406343813,-0.281229435,2.91038E-11,-0.668571805,-0.003601443,,
6/6/21 2:50,96.5,16.67,0,0,7.0759,1.105,,0.423974335,,-0.07302221,-0.332734366,-0.496233101,2.91038E-11,-0.809583242,-0.114387439,,
6/6/21 2:55,97,16.6,0,0,7.7478,0.92247,,0.387206691,,-0.023806486,-0.131189201,-0.019627403,2.91038E-11,-0.367578839,-0.088923259,,
6/6/21 3:00,97.1,16.62,0,0,7.0051,0.35514,,0.428259411,,-0.073863171,-0.270708009,-0.261617928,2.91038E-11,-0.612579457,-0.161087667,,
6/6/21 3:05,97.5,16.59,0,0,8.8829,0.57885,,0.337727544,,-0.038392578,-0.181305567,-0.240267659,2.91038E-11,-0.597418995,0.080845359,,
6/6/21 3:10,97.7,16.84,0,0,10.288,0.58668,,0.291601866,,-0.03121836,-0.355007084,-0.423001641,2.91038E-11,-0.969551522,-0.107757141,,
6/6/21 3:15,96.2,16.71,0,0,7.8769,0.69297,,0.380860491,,-0.003246969,-0.160267614,-0.262328195,2.91038E-11,-0.615415721,0.087528217,,
6/6/21 3:20,96.2,16.61,0,0,9.2836,0.42483,,0.323150502,,-0.004368945,0.094374902,0.222787334,2.91038E-11,-0.31462145,-0.089997492,,
6/6/21 3:25,96.3,16.52,0,0,9.3819,0.21842,,0.319764653,,-0.039792978,-0.022481776,0.0715951,2.91038E-11,-0.144027943,-0.167743467,,
6/6/21 3:30,96.2,16.47,0,0,8.6434,0.21365,,0.347085638,,0.036353314,0.124698558,0.056033298,2.91038E-11,-0.302315311,-0.10535223,,
6/6/21 3:35,96.5,16.46,0,0,8.909,0.31703,,0.33673813,,-0.006379249,-0.016677364,-0.088931285,2.91038E-11,-0.277117183,-0.110903679,,
6/6/21 3:40,96,16.42,0,0,8.1366,0.98741,,0.368704373,,0.008248457,-0.034256339,-0.131279182,2.91038E-11,-0.37787215,-0.128206152,,
6/6/21 3:45,95.8,16.23,0,0,7.6856,0.51268,,0.390340377,,-0.009710465,0.190707118,0.148100284,2.91038E-11,-0.160986669,0.012470024,,
6/6/21 3:50,96.9,16.22,0,0,9.0493,0.60489,,0.331517355,,-0.004589222,-0.129626299,-0.240971174,2.91038E-11,-0.472416853,-0.108822553,,
6/6/21 3:55,96.6,16.24,0,0,8.3721,0.14634,,0.358333035,,-2.17428E-05,-0.194514607,-0.132389889,2.91038E-11,-0.416879413,-0.053161397,,
6/6/21 4:00,96.2,16.18,0,0,7.7365,0.44116,,0.387772248,,-0.013778619,-0.014819502,0.072780909,2.91038E-11,-0.322063197,0.071803959,,
6/6/21 4:05,96.2,16.03,0,0,5.307,1.1125,,0.565291125,,0.008269575,-0.061325791,-0.047899446,2.91038E-11,-0.409316537,0.057547032,,
6/6/21 4:10,97.1,16,0,0,7.1197,0.34866,,0.421366069,,-0.01319687,-0.050259468,-0.136787755,2.91038E-11,-0.394435758,0.063032892,,
6/6/21 4:15,97.2,15.99,0,0,6.697,0.68731,,0.447961774,,0.007377538,-0.23128035,-0.453392197,2.91038E-11,-0.501278314,0.11435647,,
6/6/21 4:20,97.1,15.93,0,0,6.0633,0.77306,,0.49478007,,-0.011707752,-0.113969128,-0.180545544,2.91038E-11,-0.43761097,0.191474979,,
6/6/21 4:25,97.6,15.94,0,0,7.9749,0.17357,,0.376180266,,0.006669523,-0.174222761,-0.150178314,2.91038E-11,-0.575502859,-0.000229734,,
6/6/21 4:30,97.7,15.98,0,0,7.4812,0.13724,,0.401005186,,-0.030594068,-0.240124247,-0.311273189,2.91038E-11,-0.675936573,-0.022141195,,
6/6/21 4:35,97.4,15.87,0,0,6.6646,0.17136,,0.450139543,,-0.014884846,-0.076375036,-0.335072714,2.91038E-11,-0.659073751,-0.098929395,,
6/6/21 4:40,97.7,15.78,0,0,6.3277,0.17959,,0.474105915,,-0.00618336,0.077620159,-0.146383049,2.91038E-11,-0.297947231,0.23936697,,
6/6/21 4:45,97.5,15.76,0,0,3.3167,1.0364,,0.904513522,,0.007611984,-0.064634029,-0.249032367,2.91038E-11,-0.362224639,0.283376076,,
6/6/21 4:50,97.5,15.71,0,0,4.3978,1.1381,,0.682159261,,0.037089231,0.204628971,-0.192745376,2.91038E-11,-0.160882741,0.585733176,,
6/6/21 4:55,97.8,15.65,0,0,6.546,0.78335,,0.458295142,,0.002368229,0.432216478,0.007172594,2.91038E-11,-0.30124297,0.557037008,,
6/6/21 5:00,98,15.64,0,0,6.8422,0.24729,,0.438455468,,0.086059408,0.041786959,0.140820434,2.91038E-11,-0.785706571,0.725271193,,
6/6/21 5:05,98.7,15.74,0,0,7.2666,0.26922,,0.412847824,,0.056723978,-0.032904032,0.01247712,2.91038E-11,-0.883018711,0.24417798,,
6/6/21 5:10,98.2,15.75,0,0,6.1511,0.39523,,0.487717644,,0.006502462,-0.039333007,-0.080324348,2.91038E-11,-1.020552134,0.16517132,,
6/6/21 5:15,97.7,15.52,0,0,5.8018,0.39897,,0.517080906,,0.009233117,-0.164614675,-0.039270087,2.91038E-11,-0.509291617,0.366971266,,
6/6/21 5:20,97.8,15.39,0,0,5.8293,0.4984,,0.514641552,,-0.051556018,-0.165104033,0.188281349,2.91038E-11,0.073918832,0.635065228,,
6/6/21 5:25,98,15.28,0,0,5.9118,0.53457,,0.507459657,,-0.04335452,-0.36269294,-0.140536684,2.91038E-11,0.562591291,0.925225066,,
6/6/21 5:30,98.1,15.22,0,0,6.1815,0.26875,,0.485319097,,-0.050668715,-0.394726939,-0.146867632,2.91038E-11,1.24882849,1.445118046,,
6/6/21 5:35,98.3,15.22,0,0,5.512,0.37067,,0.544267054,,-0.075709227,-0.492730203,-0.286171093,2.91038E-11,1.595505292,1.572545444,,
6/6/21 5:40,98.4,15.21,0,0,5.9383,0.2235,,0.50519509,,-0.061840381,-0.410860956,-0.453975651,2.91038E-11,1.755219934,1.39643353,,
6/6/21 5:45,98.6,15.17,0,0,5.6697,0.08513,,0.529128525,,-0.044755785,-0.339454087,-0.509959981,2.91038E-11,1.517208516,1.056869135,,
6/6/21 5:50,98.7,15.29,0,0,6.0489,0.52597,,0.495957943,,-0.037726297,-0.262663102,-0.446132793,2.91038E-11,1.087078166,0.476120082,,
6/6/21 5:55,98.4,15.23,0,0,4.1116,0.80189,,0.729642961,,-0.029191889,-0.203243701,-0.352716212,2.91038E-11,-0.173415999,-2.116044527,,
6/6/21 6:00,98.8,15.31,0,0,5.2169,1.1451,,0.575054151,,-0.022588127,-0.157266102,-0.267880582,2.91038E-11,-2.104329627,-5.560093113,,
6/6/21 6:05,99.1,15.58,0,0,7.1916,0.12061,,0.417153346,,-0.017478262,-0.121689512,-0.20363835,2.91038E-11,-0.740530779,-4.361089688,,
6/6/21 6:10,98.7,15.83,0,0,6.8193,0.23654,,0.439927852,,-0.013524346,-0.094161024,-0.093510539,2.91038E-11,-0.131178548,-3.058397084,,
6/6/21 6:15,98.2,15.94,0,0,6.3295,0.09583,,0.473971088,,-0.010464881,-0.072860006,-0.082699679,2.91038E-11,0.537637321,-1.928904597,,
6/6/21 6:20,98,16.17,0,0,5.6461,0.37385,,0.531340217,,-0.008097526,-0.056377684,-0.016154874,2.91038E-11,1.33708874,-1.904312805,,
6/6/21 6:25,98.4,16.72,0,0,6.04,0.34961,,0.496688742,,-0.006265711,-0.043623977,-0.065501926,2.91038E-11,1.237934253,-1.239849571,,
6/6/21 6:30,97.3,17.1,0,0,6.7291,0.24836,,0.44582485,,0.003996212,-0.033755402,-0.002836833,2.91038E-11,1.429113985,-1.004695019,,
6/6/21 6:35,96.9,17.58,0,0,7.341,0.3826,,0.40866367,,-0.005752307,-0.026119286,0.082652749,2.91038E-11,1.407938236,-0.183037204,,
6/6/21 6:40,93.9,18,0,0,6.1836,0.60261,,0.485154279,,-0.004451026,-0.020210606,0.023282,2.91038E-11,1.514744405,-0.560033586,,
6/6/21 6:45,90.2,18.49,0,0,6.8327,0.67348,,0.439065084,,-0.003444119,-0.015638582,0.050676821,2.91038E-11,1.149571781,-0.010356828,,
6/6/21 6:50,87.7,19.1,0,0,8.4018,0.38474,,0.357066343,,0.000593032,-0.012100836,0.083306046,2.91038E-11,0.953875129,-0.247801967,,
6/6/21 6:55,85.3,19.41,0,0,8.7139,0.2159,,0.344277534,,0.010500852,-0.005563396,-0.045770565,2.91038E-11,1.435313356,-0.119075914,,
6/6/21 7:00,84.8,19.67,0,0,8.7252,0.24332,,0.34383166,,0.002970421,-0.00810485,0.109561423,2.91038E-11,1.396783409,-0.333107852,,
6/6/21 7:05,85.6,19.84,0,0,9.2499,0.21725,,0.324327831,,-0.000146607,-0.006271379,0.009944969,2.91038E-11,0.828398357,-0.316352796,,
6/6/21 7:10,82.7,20.39,0,0,9.6019,0.42786,,0.312438163,,-0.002203442,-0.004852673,-0.044721319,2.91038E-11,1.194723297,0.270441161,,
6/6/21 7:15,79.5,20.92,0,0,10.475,0.19118,,0.286396181,,-0.005314981,-0.003754906,0.035556392,2.91038E-11,1.12682806,0.271315762,,
6/6/21 7:20,78.5,21.43,0,0,10.402,0.15263,,0.288406076,,-0.004112631,-0.002905475,0.042954515,2.91038E-11,1.432190066,0.210878678,,
6/6/21 7:25,77.7,21.96,0,0,10.717,0.31912,,0.279929085,,-0.003182276,-0.002248201,-0.014680948,2.91038E-11,0.985135997,0.156369655,,
6/6/21 7:30,81.9,21.33,0,0,10.404,0.2164,,0.288350634,,0.010569716,-0.001739615,0.05876231,2.91038E-11,0.625220817,0.509298355,,
6/6/21 7:35,83.8,20.97,0,0,10.43,0.28447,,0.287631831,,-0.004853455,-0.001346081,0.126788384,2.91038E-11,0.946087876,0.422053548,,
6/6/21 7:40,82.5,21.48,0,0,10.788,0.25781,,0.278086763,,-0.003755511,-0.001041572,0.041317679,2.91038E-11,0.961418647,0.453629894,,
6/6/21 7:45,80.3,22.04,0,0,10.663,0.205,,0.281346713,,0.000894057,-0.000805948,0.103016535,2.91038E-11,1.534534503,0.627409451,,
6/6/21 7:50,77.8,22.48,0,0,10.505,0.27006,,0.285578296,,-0.003108196,-0.000623627,0.00984935,2.91038E-11,1.02886581,1.049121242,,
6/6/21 7:55,77.4,22.55,0,0,10.409,0.20114,,0.288212124,,0.003009937,-0.000482551,0.035481853,2.91038E-11,1.696420822,0.777655451,,
6/6/21 8:00,77.9,22.54,0,0,10.671,0.26151,,0.281135789,,0.005758532,-0.000373389,-0.018289313,2.91038E-11,1.394376452,1.077869824,,
6/6/21 8:05,77.6,22.79,0,0,10.03,0.69586,,0.299102692,,-0.004388658,-0.000288921,0.178792781,2.91038E-11,1.745987719,1.36459794,,
6/6/21 8:10,75.9,23.23,0,0,11.433,0.28699,,0.262398321,,0.00562914,-0.000223562,0.067831627,2.91038E-11,2.01213536,1.283561342,,
6/6/21 8:15,74.8,23.71,0,0,11.352,0.28607,,0.264270613,,-2.65928E-05,-0.000172988,-0.020765709,2.91038E-11,1.993968546,1.503834584,,
6/6/21 8:20,72.7,24.21,0,0,11.349,0.18786,,0.264340471,,0.009980987,0.005010395,0.049318182,2.91038E-11,1.943179818,1.05592041,,
6/6/21 8:25,71.2,24.66,0,0,11.462,0.25164,,0.261734427,,-0.003826028,-0.001267302,-0.011528305,2.91038E-11,2.207428804,1.47933157,,
6/6/21 8:30,69.61,25,0,0,11.526,0.2419,,0.260281104,,-0.006055632,-0.000980614,0.258688051,2.91038E-11,2.15623917,1.960234727,,
6/6/21 8:35,69.78,24.94,0,0,11.775,0.26825,,0.25477707,,0.006717355,-0.00075878,-0.044904651,2.91038E-11,1.852635128,1.358910421,,
6/6/21 8:40,69.12,25.1,0,0,12.239,0.18275,,0.245118065,,-0.000790326,-0.00058713,0.104911831,2.91038E-11,2.184566153,1.34319513,,
6/6/21 8:45,70.4,25,0,0,12.209,0.43416,,0.24572037,,0.013059079,-0.00045431,-0.060755322,2.91038E-11,1.380462016,2.060276445,,
6/6/21 8:50,67.88,25.46,0,0,12.438,0.23996,,0.241196334,,-0.008980752,-0.000351536,-0.035862858,2.91038E-11,1.146346274,1.460723801,,
6/6/21 8:55,69.59,25.47,0,0,11.819,0.31216,,0.253828581,,0.003014014,0.009227988,-0.067200551,2.91038E-11,2.206971737,1.426210226,,
6/6/21 9:00,67.71,25.3,0,0,12.802,0.48793,,0.234338385,,0.001394038,-0.002359559,0.11713674,2.91038E-11,1.776267538,1.282703099,,
6/6/21 9:05,70.8,24.93,0,0,12.787,0.40135,,0.234613279,,0.001011705,-0.001825782,-0.047404424,2.91038E-11,1.720110182,1.137564279,,
6/6/21 9:10,68.69,25.04,0,0,12.826,0.29107,,0.233899891,,-0.008175187,0.003731495,0.107358895,2.91038E-11,1.106540634,1.447998545,,
6/6/21 9:15,68.99,25.26,0,0,12.248,0.33037,,0.244937949,,0.00019882,-0.00225689,0.042193458,2.91038E-11,1.382592222,1.032613675,,
6/6/21 9:20,69.8,25.32,0,0,12.401,0.45393,,0.241915975,,0.002573469,-0.001746339,-0.047904786,2.91038E-11,1.702043862,1.229510798,,
6/6/21 9:25,67.98,25.63,0,0,11.906,0.46141,,0.251973795,,0.002072051,-0.001351284,0.018314221,2.91038E-11,1.506723151,1.138530888,,
6/6/21 9:30,67.21,25.98,0,0,12.396,0.31238,,0.242013553,,0.028638438,-0.001045597,0.015056655,2.91038E-11,1.320506095,1.731764393,,
6/6/21 9:35,65.28,26.45,0,0,12.661,0.26383,,0.236948108,,-0.007375623,0.004605937,0.082724446,2.91038E-11,0.968224685,1.851103799,,
6/6/21 9:40,65.3,26.37,0,0,13.124,0.20465,,0.228588845,,-0.004086678,0.006221172,0.06301285,2.91038E-11,1.066611289,1.411431678,,
6/6/21 9:45,65.25,26.45,0,0,12.474,0.43297,,0.240500241,,-0.008212132,0.002156638,0.008340392,2.91038E-11,0.820319473,1.091348126,,
6/6/21 9:50,65.56,26.83,0,0,12.643,0.52833,,0.237285454,,0.001962146,-0.003746234,0.049165969,2.91038E-11,1.998891881,1.217268989,,
6/6/21 9:55,64.63,27.34,0,0,13.083,0.42504,,0.229305205,,-0.001098266,-0.002898765,0.055513679,2.91038E-11,1.443923531,1.207363497,,
6/6/21 10:00,62.46,27.83,0,0,13.088,0.29312,,0.229217604,,0.000657096,-0.002243009,0.017310652,2.91038E-11,0.781928424,1.035183235,,
6/6/21 10:05,63.05,27.58,0,0,13.113,0.44619,,0.228780599,,0.007728449,-0.001735598,-0.073888189,2.91038E-11,1.274674648,1.7846025,,
6/6/21 10:10,62.04,27.69,0,0,13.084,0.36896,,0.22928768,,0.012345126,-0.001342972,0.04524485,2.91038E-11,1.460033463,1.553388197,,
6/6/21 10:15,62.71,28.13,0,0,12.994,0.34736,,0.230875789,,-0.005490114,-0.001039166,-0.054910237,2.91038E-11,1.325381034,0.899783382,,
6/6/21 10:20,60.35,28.11,0,0,12.65,0.34552,,0.23715415,,0.007583629,-0.000804087,-0.015283724,2.91038E-11,1.397627355,1.340278986,,
6/6/21 10:25,59.73,28.3,0,0,12.724,0.30522,,0.235774914,,-0.002434457,-0.000622187,0.079365136,2.91038E-11,1.268619825,1.350080972,,
6/6/21 10:30,61.49,28.73,0,0,13.812,0.50863,,0.217202433,,-0.009614801,-0.000481437,0.022894311,2.91038E-11,1.00783328,1.355204907,,
6/6/21 10:35,58.4,28.71,0,0,13.916,0.6177,,0.215579189,,-0.004344626,-0.000372527,0.217057327,2.91038E-11,0.838915525,1.487275918,,
6/6/21 10:40,57.61,28.86,0,0,13.233,0.42257,,0.226705962,,0.004964902,0.017490996,0.150616692,2.91038E-11,0.869460892,1.021487486,,
6/6/21 10:45,57.54,28.82,0,0,13.845,0.57334,,0.216684724,,-0.003549729,-0.004245051,0.189108508,2.91038E-11,0.831454821,0.685094163,,
6/6/21 10:50,57.07,28.81,0,0,14.337,0.44687,,0.209248797,,0.015467543,0.009169761,-0.057663908,2.91038E-11,0.521507595,0.588155296,,
6/6/21 10:55,55.96,28.92,0,0,14.623,0.68036,,0.205156261,,0.004858393,0.013801674,-0.033254965,2.91038E-11,0.08901211,0.13997474,,
6/6/21 11:00,56.94,29.16,0,0,13.538,0.45364,,0.221598464,,-0.008788351,-0.005223291,-0.053874502,2.91038E-11,0.898021593,0.228702104,,
6/6/21 11:05,59.38,29.29,0,0,14.729,0.73729,,0.203679815,,0.015843051,-0.007299708,-0.005206896,2.91038E-11,0.371625094,0.358386822,,
6/6/21 11:10,57.86,29.28,0,0,13.378,0.37034,,0.224248767,,-0.008588759,-0.005648375,-0.167616491,2.91038E-11,0.406372501,-0.00345565,,
6/6/21 11:15,57.88,29.61,0,0,14.244,3.7315,,0.210614996,,-0.001568543,0.004844395,0.042322911,2.91038E-11,0.944528203,0.314960362,,
6/6/21 11:20,56.92,29.57,0,0,13.499,2.7602,,0.222238684,,-0.002691137,-0.005466499,-0.131434399,2.91038E-11,0.664922986,0.473881075,,
6/6/21 11:25,53.86,29.82,0,0,14.101,0.55201,,0.212750869,,0.000391177,-0.000800373,0.077504762,2.91038E-11,0.568664789,0.724495854,,
6/6/21 11:30,53.69,29.9,0,0,15.502,1.0085,,0.193523416,,-0.011537664,0.001651187,0.102082619,2.91038E-11,0.890539856,0.915374578,,
6/6/21 11:35,52.24,29.71,0,0,13.437,0.68894,,0.223264121,,-0.006770649,-0.000622343,0.108683711,2.91038E-11,0.479591994,0.986719219,,
6/6/21 11:40,53.4,29.83,0,0,13.796,1.2089,,0.217454335,,-0.007395974,-0.004281557,0.122490209,2.91038E-11,0.694761797,0.538723378,,
6/6/21 11:45,52.69,29.72,0,0,5.6753,141.04,,0.528606417,,-0.005885765,-0.003312987,-0.041650728,2.91038E-11,1.12027545,9.903573599,,
6/6/21 11:50,54.16,30.09,0,0,14.63,0.46451,,0.2050581,,-0.007649417,0.000865973,0.394676226,2.91038E-11,0.064534171,13.2801274,,
6/6/21 11:55,55.42,30.32,0,0,14.145,0.51246,,0.212089077,,0.015970488,0.015209824,0.955792711,2.91038E-11,0.362706806,15.48234955,,
6/6/21 12:00,57.25,30.79,0,0,10.756,4.3657,,0.278914094,,0.005408409,-0.003105055,1.518603747,2.91038E-11,0.627007413,15.85098051,,
6/6/21 12:05,54.31,30.76,0,0,2.8145,0.67342,,1.065908687,,0.025800024,-0.002402632,0.719551408,2.91038E-11,-0.303010856,33.70931861,,
6/6/21 12:10,56.04,30,0,0,2.7356,0.30017,,1.096651557,,0.001962979,-0.004954235,-0.328598831,2.91038E-11,-1.861587475,40.82331861,,
6/6/21 12:15,54.62,29.98,0,0,2.1985,0.60509,,1.36456675,,0.027610666,0.012601508,-0.198022751,2.91038E-11,0.098745426,42.70999116,,
6/6/21 12:20,51.08,30.11,0,0,2.0587,0.38582,,1.457230291,,0.019022821,-0.006684194,-0.187724637,2.91038E-11,-0.239123703,43.278,,
6/6/21 12:25,52.99,29.94,0,0,3.7315,1.5886,,0.803966233,,-0.005014794,0.001352522,-0.118656594,2.91038E-11,-1.162824138,21.84224,,
6/6/21 12:30,52.77,30.22,0,0,11.978,3.6381,,0.250459175,,0.229764251,0.007959742,0.09647579,2.91038E-11,-0.132281896,31.7426,,
6/6/21 12:35,52.03,30.09,0,0,6.1106,0.84229,,0.490950152,,-0.057494992,-0.001863713,0.065824404,2.91038E-11,-1.512926897,28.9866,,
6/6/21 12:40,54.66,30.1,0,0,13.69,3.289,,0.219138057,,-0.027334177,0.006442894,-0.034872433,2.91038E-11,0.196841417,11.1969152,,
6/6/21 12:45,50.83,30.23,0,0,16.404,0.66561,,0.182882224,,-0.011787619,0.003968414,0.100677139,2.91038E-11,-0.159845833,21.657388,,
6/6/21 12:50,52.83,29.92,0,0,13.751,2.0947,,0.218165952,,-0.036231743,-0.002154317,-0.294925449,2.91038E-11,-0.492884916,18.79952986,,
6/6/21 12:55,51.67,30.33,0,0,11.514,0.68459,,0.260552371,,0.002281466,-0.003024994,-0.025731554,2.91038E-11,0.613942196,21.21972504,,
6/6/21 13:00,47.95,30.57,0,0,14.237,1.1723,,0.21071855,,-0.019460518,-0.004945559,-0.219838585,2.91038E-11,-0.624861531,21.41772504,,
6/6/21 13:05,49.93,30.39,0,0,13.723,0.61881,,0.218611091,,-0.035178703,0.010175282,-0.201197996,2.91038E-11,-1.191113774,45.73372504,,
